chainage_m,lon,lat,elev_m
7174.0,76.971204,29.994772,255.080994
7186.0,76.971319,29.994814,255.207993
7198.1,76.971435,29.994857,255.309998
7210.1,76.971549,29.9949,255.281006
7222.1,76.971663,29.994943,255.197006
7234.3,76.97178,29.994986,255.182007
7246.3,76.971895,29.995028,255.143005
7258.4,76.97201,29.995071,255.069
7270.5,76.972125,29.995114,254.994003
7282.6,76.972241,29.995157,255.014999
7294.8,76.972357,29.9952,254.903
7305.2,76.972457,29.995237,254.994995
7316.7,76.972566,29.995278,255.016006
7327.2,76.972666,29.995315,254.983994
7339.3,76.972782,29.995358,254.962006
7351.4,76.972897,29.995401,254.904999
7361.7,76.972995,29.995438,254.802002
7372.0,76.973094,29.995475,254.778
7384.1,76.973209,29.995518,254.944
7396.1,76.973323,29.995561,254.787003
7408.1,76.973438,29.995604,254.792999
7420.2,76.973553,29.995647,254.695999
7432.1,76.973666,29.995689,254.778
7444.2,76.973782,29.995732,254.951996
7456.4,76.973898,29.995775,254.882996
7468.5,76.974014,29.995818,254.970993
7480.4,76.974128,29.99586,254.841995
7492.6,76.974244,29.995903,254.800003
7504.5,76.974358,29.995945,254.854996
7515.0,76.974458,29.995982,254.871002
7527.0,76.974573,29.996024,254.822998
7539.0,76.974687,29.996067,254.925995
7551.0,76.974801,29.99611,254.826996
7562.8,76.974914,29.996152,254.925003
7575.2,76.975032,29.996196,255.009003
7585.6,76.975132,29.996233,254.882004
7597.7,76.975247,29.996276,254.755005
7609.7,76.975362,29.996317,254.837006
7621.9,76.975479,29.996359,254.826996
7630.3,76.975561,29.996386,254.647995
7642.3,76.975677,29.996425,254.570007
7654.5,76.975795,29.996464,254.559998
7666.4,76.975911,29.996502,254.630997
7678.5,76.976029,29.996539,254.692993
7690.7,76.976148,29.996577,254.654999
7702.8,76.976265,29.996615,254.757004
7714.7,76.976382,29.996652,254.807007
7725.6,76.976488,29.996686,254.820999
7737.5,76.976604,29.996723,254.830002
7749.5,76.97672,29.996761,254.899994
7761.6,76.976838,29.996798,254.800995
7773.3,76.976953,29.996834,254.710007
7785.6,76.977072,29.996873,254.811005
7797.7,76.97719,29.996911,254.839005
7810.0,76.977309,29.99695,254.731003
7822.2,76.977428,29.996988,254.744003
7834.0,76.977543,29.997025,254.679001
7846.1,76.977661,29.997062,254.701996
7858.2,76.977779,29.9971,254.908005
7870.3,76.977897,29.997138,254.998993
7882.2,76.978013,29.997175,254.891006
7894.1,76.978129,29.997212,254.893005
7906.3,76.978248,29.997249,254.998001
7918.4,76.978366,29.997287,254.931
7930.6,76.978484,29.997325,254.929993
7942.5,76.9786,29.997362,254.970001
7954.5,76.978717,29.997399,254.992004
7966.5,76.978834,29.997437,255.175995
7978.6,76.978952,29.997475,255.391998
7990.8,76.979071,29.997513,255.455994
