chainage_m,lon,lat,elev_m
146233.8,78.126032,29.629823,250.824005
146246.0,78.126155,29.629844,250.686996
146258.1,78.126278,29.629865,250.660995
146270.1,78.1264,29.629886,250.649994
146282.3,78.126524,29.629905,250.681
146294.4,78.126648,29.629924,250.845993
146306.6,78.126772,29.629943,250.875
146318.7,78.126895,29.629962,250.809006
146330.9,78.127019,29.629982,250.783997
146343.0,78.127142,29.630002,250.981003
146355.1,78.127265,29.630023,251.050995
146367.3,78.127389,29.630044,251.024994
146379.5,78.127513,29.630064,251.072006
146391.5,78.127635,29.630084,251.201004
146403.8,78.12776,29.630104,251.259995
146416.0,78.127884,29.630124,251.229004
146428.1,78.128008,29.630144,251.151001
146440.3,78.128131,29.630165,251.089996
146452.5,78.128255,29.630186,251.074005
146463.3,78.128365,29.630204,251.216003
146474.2,78.128476,29.630222,251.296005
146486.5,78.128601,29.630241,251.246002
146498.6,78.128725,29.63026,251.209
146510.9,78.12885,29.63028,251.229996
146523.1,78.128974,29.6303,251.257996
146535.3,78.129098,29.630321,251.229004
146547.5,78.129222,29.630341,251.242996
146559.7,78.129346,29.630362,251.345993
146572.0,78.12947,29.630384,251.251999
146584.1,78.129594,29.630404,251.080994
146596.2,78.129716,29.630425,251.041
146608.4,78.12984,29.630446,251.177994
146620.7,78.129965,29.630466,251.166
146632.8,78.130088,29.630486,251.050003
146644.9,78.130211,29.630507,251.035004
146656.9,78.130333,29.630528,251.016006
146669.0,78.130456,29.63055,250.998993
146681.1,78.130578,29.630572,250.951004
146693.4,78.130703,29.630592,250.994995
146705.5,78.130826,29.630612,251.052994
146717.6,78.13095,29.630632,251.106003
146729.0,78.131065,29.630651,251.022003
146741.1,78.131189,29.63067,250.781006
146749.2,78.131271,29.630682,250.697998
146761.4,78.131396,29.630699,250.960007
146773.6,78.131521,29.630717,250.705994
146785.8,78.131645,29.630734,250.714996
146798.0,78.13177,29.630752,250.714996
146810.2,78.131894,29.630772,250.869003
146822.4,78.132018,29.630792,250.837006
146834.6,78.132142,29.630812,250.602997
146846.8,78.132266,29.630831,250.582993
146859.0,78.132391,29.63085,250.401993
146871.1,78.132514,29.630869,250.522995
146883.2,78.132637,29.630891,250.811996
146895.4,78.13276,29.630915,250.824997
146907.5,78.132882,29.630939,250.841003
146919.7,78.133005,29.630964,250.912994
146931.9,78.133128,29.630988,250.889008
146944.1,78.133251,29.631012,250.828003
146956.2,78.133373,29.631035,250.828995
146968.3,78.133496,29.631059,250.800995
146980.5,78.133618,29.631084,250.686996
146992.7,78.133742,29.631108,250.587006
